title,first_name,last_name,release_year,category_id
Earring Instinct,Lucille,Tracy,-0001,8
Egg Igby,Lucille,Tracy,-0001,6
Gandhi Kwai,Lucille,Tracy,-0001,8
Goldfinger Sensibility,Lucille,Tracy,-0001,7
Hyde Doctor,Lucille,Tracy,-0001,4
Jaws Harry,Lucille,Tracy,-0001,5
Jungle Closer,Lucille,Tracy,-0001,13
King Evolution,Lucille,Tracy,-0001,8
Lola Agent,Lucille,Tracy,-0001,11
Lose Inch,Lucille,Tracy,-0001,9
Loverboy Attacks,Lucille,Tracy,-0001,13
Modern Dorado,Lucille,Tracy,-0001,6
Orient Closer,Lucille,Tracy,-0001,7
Pajama Jawbreaker,Lucille,Tracy,-0001,4
Patient Sister,Lucille,Tracy,-0001,4
Random Go,Lucille,Tracy,-0001,14
Rear Trading,Lucille,Tracy,-0001,1
Sagebrush Clueless,Lucille,Tracy,-0001,6
Shanghai Tycoon,Lucille,Tracy,-0001,16
Sun Confessions,Lucille,Tracy,-0001,14
Wasteland Divine,Lucille,Tracy,-0001,4
Window Side,Lucille,Tracy,-0001,16
Agent Truman,Kirsten,Paltrow,-0001,9
Boondock Ballroom,Kirsten,Paltrow,-0001,16
Born Spinal,Kirsten,Paltrow,-0001,16
Chicken Hellfighters,Kirsten,Paltrow,-0001,6
Closer Bang,Kirsten,Paltrow,-0001,5
Conquerer Nuts,Kirsten,Paltrow,-0001,7
Drifter Commandments,Kirsten,Paltrow,-0001,1
Encino Elf,Kirsten,Paltrow,-0001,10
Flash Wars,Kirsten,Paltrow,-0001,13
Hanover Galaxy,Kirsten,Paltrow,-0001,12
Home Pity,Kirsten,Paltrow,-0001,12
Honey Ties,Kirsten,Paltrow,-0001,15
Kill Brotherhood,Kirsten,Paltrow,-0001,6
Ladybugs Armageddon,Kirsten,Paltrow,-0001,10
Lord Arizona,Kirsten,Paltrow,-0001,1
Pinocchio Simon,Kirsten,Paltrow,-0001,5
Pluto Oleander,Kirsten,Paltrow,-0001,13
Prix Undefeated,Kirsten,Paltrow,-0001,8
Pulp Beverly,Kirsten,Paltrow,-0001,11
River Outlaw,Kirsten,Paltrow,-0001,15
Road Roxanne,Kirsten,Paltrow,-0001,6
Silverado Goldfinger,Kirsten,Paltrow,-0001,14
Sleeping Suspects,Kirsten,Paltrow,-0001,11
Thief Pelican,Kirsten,Paltrow,-0001,2
Titans Jerk,Kirsten,Paltrow,-0001,14
Unbreakable Karate,Kirsten,Paltrow,-0001,13
Won Dares,Kirsten,Paltrow,-0001,12
Alabama Devil,Elvis,Marx,-0001,11
Anaconda Confessions,Elvis,Marx,-0001,2
Barefoot Manchurian,Elvis,Marx,-0001,1
Borrowers Bedazzled,Elvis,Marx,-0001,2
Caddyshack Jedi,Elvis,Marx,-0001,1
Chitty Lock,Elvis,Marx,-0001,7
Evolution Alter,Elvis,Marx,-0001,15
Expecations Natural,Elvis,Marx,-0001,16
Gangs Pride,Elvis,Marx,-0001,2
Goodfellas Salute,Elvis,Marx,-0001,14
Hobbit Alien,Elvis,Marx,-0001,7
Hook Chariots,Elvis,Marx,-0001,2
Jericho Mulan,Elvis,Marx,-0001,10
Jumping Wrath,Elvis,Marx,-0001,3
Kentuckian Giant,Elvis,Marx,-0001,11
Lovely Jingle,Elvis,Marx,-0001,4
Motions Details,Elvis,Marx,-0001,11
Odds Boogie,Elvis,Marx,-0001,8
Outlaw Hanky,Elvis,Marx,-0001,16
Polish Brooklyn,Elvis,Marx,-0001,3
Right Cranes,Elvis,Marx,-0001,4
Roof Champion,Elvis,Marx,-0001,10
Seattle Expecations,Elvis,Marx,-0001,7
Sky Miracle,Elvis,Marx,-0001,1
Trojan Tomorrow,Elvis,Marx,-0001,14
Waterfront Deliverance,Elvis,Marx,-0001,1
Agent Truman,Sandra,Kilmer,-0001,9
Artist Coldblooded,Sandra,Kilmer,-0001,15
Blackout Private,Sandra,Kilmer,-0001,2
Bull Shawshank,Sandra,Kilmer,-0001,1
Candidate Perdition,Sandra,Kilmer,-0001,4
Candles Grapes,Sandra,Kilmer,-0001,10
Cassidy Wyoming,Sandra,Kilmer,-0001,16
Darn Forrester,Sandra,Kilmer,-0001,1
Destiny Saturday,Sandra,Kilmer,-0001,13
Divide Monster,Sandra,Kilmer,-0001,14
Driver Annie,Sandra,Kilmer,-0001,15
Goldmine Tycoon,Sandra,Kilmer,-0001,14
Gorgeous Bingo,Sandra,Kilmer,-0001,3
Hellfighters Sierra,Sandra,Kilmer,-0001,9
Hocus Frida,Sandra,Kilmer,-0001,8
Hotel Happiness,Sandra,Kilmer,-0001,9
Identity Lover,Sandra,Kilmer,-0001,14
Jumping Wrath,Sandra,Kilmer,-0001,3
Lovely Jingle,Sandra,Kilmer,-0001,4
Magnolia Forrester,Sandra,Kilmer,-0001,1
Oleander Clue,Sandra,Kilmer,-0001,12
Oz Liaisons,Sandra,Kilmer,-0001,2
Personal Ladybugs,Sandra,Kilmer,-0001,12
Poseidon Forever,Sandra,Kilmer,-0001,15
Savannah Town,Sandra,Kilmer,-0001,7
Shakespeare Saddle,Sandra,Kilmer,-0001,15
Sleeping Suspects,Sandra,Kilmer,-0001,11
Sons Interview,Sandra,Kilmer,-0001,2
Speed Suit,Sandra,Kilmer,-0001,16
Splendor Patton,Sandra,Kilmer,-0001,3
State Wasteland,Sandra,Kilmer,-0001,10
Stranger Strangers,Sandra,Kilmer,-0001,3
Streak Ridgemont,Sandra,Kilmer,-0001,6
Streetcar Intentions,Sandra,Kilmer,-0001,11
Vanished Garden,Sandra,Kilmer,-0001,13
Wolves Desire,Sandra,Kilmer,-0001,16
Youth Kick,Sandra,Kilmer,-0001,12
Adaptation Holes,Cameron,Streep,-0001,6
Blues Instinct,Cameron,Streep,-0001,8
Calendar Gunfight,Cameron,Streep,-0001,9
Casualties Encino,Cameron,Streep,-0001,1
Chocolate Duck,Cameron,Streep,-0001,9
Coast Rainbow,Cameron,Streep,-0001,6
Connection Microcosmos,Cameron,Streep,-0001,5
Crow Grease,Cameron,Streep,-0001,1
Cupboard Sinners,Cameron,Streep,-0001,6
Doom Dancing,Cameron,Streep,-0001,5
Drop Waterfront,Cameron,Streep,-0001,15
Elephant Trojan,Cameron,Streep,-0001,11
Freedom Cleopatra,Cameron,Streep,-0001,5
Haunted Antitrust,Cameron,Streep,-0001,16
Instinct Airport,Cameron,Streep,-0001,15
Legally Secretary,Cameron,Streep,-0001,3
Mob Duffel,Cameron,Streep,-0001,7
Movie Shakespeare,Cameron,Streep,-0001,8
Panic Club,Cameron,Streep,-0001,11
Pure Runner,Cameron,Streep,-0001,5
Seven Swarm,Cameron,Streep,-0001,10
Spinal Rocky,Cameron,Streep,-0001,8
Splash Gump,Cameron,Streep,-0001,8
West Lion,Cameron,Streep,-0001,7
American Circus,Kevin,Bloom,-0001,1
Boogie Amelie,Kevin,Bloom,-0001,12
Citizen Shrek,Kevin,Bloom,-0001,14
Conquerer Nuts,Kevin,Bloom,-0001,7
Dalmations Sweden,Kevin,Bloom,-0001,7
Date Speed,Kevin,Bloom,-0001,8
Destiny Saturday,Kevin,Bloom,-0001,13
Double Wrath,Kevin,Bloom,-0001,2
Fiction Christmas,Kevin,Bloom,-0001,9
Hate Handicap,Kevin,Bloom,-0001,5
Heavenly Gun,Kevin,Bloom,-0001,12
Holes Brannigan,Kevin,Bloom,-0001,15
Loverboy Attacks,Kevin,Bloom,-0001,13
Massage Image,Kevin,Bloom,-0001,2
Mission Zoolander,Kevin,Bloom,-0001,2
Mummy Creatures,Kevin,Bloom,-0001,15
Polish Brooklyn,Kevin,Bloom,-0001,3
Primary Glass,Kevin,Bloom,-0001,1
Sabrina Midnight,Kevin,Bloom,-0001,3
Sweden Shining,Kevin,Bloom,-0001,5
Trouble Date,Kevin,Bloom,-0001,16
Alabama Devil,Rip,Crawford,-0001,11
American Circus,Rip,Crawford,-0001,1
Arabia Dogma,Rip,Crawford,-0001,11
Boulevard Mob,Rip,Crawford,-0001,13
Brannigan Sunrise,Rip,Crawford,-0001,13
Bucket Brotherhood,Rip,Crawford,-0001,16
Chocolat Harry,Rip,Crawford,-0001,8
Craft Outfield,Rip,Crawford,-0001,7
Cyclone Family,Rip,Crawford,-0001,9
Destination Jerk,Rip,Crawford,-0001,7
Donnie Alley,Rip,Crawford,-0001,2
Fool Mockingbird,Rip,Crawford,-0001,1
Forrest Sons,Rip,Crawford,-0001,1
Frontier Cabin,Rip,Crawford,-0001,13
Gables Metropolis,Rip,Crawford,-0001,8
Guys Falcon,Rip,Crawford,-0001,14
Hall Cassidy,Rip,Crawford,-0001,3
Lonely Elephant,Rip,Crawford,-0001,5
Madison Trap,Rip,Crawford,-0001,6
Massage Image,Rip,Crawford,-0001,2
Oklahoma Jumanji,Rip,Crawford,-0001,13
Oscar Gold,Rip,Crawford,-0001,2
Pittsburgh Hunchback,Rip,Crawford,-0001,8
Polish Brooklyn,Rip,Crawford,-0001,3
Range Moonwalker,Rip,Crawford,-0001,8
Rings Heartbreakers,Rip,Crawford,-0001,1
Saints Bride,Rip,Crawford,-0001,7
Saturday Lambs,Rip,Crawford,-0001,15
Siege Madre,Rip,Crawford,-0001,8
Sorority Queen,Rip,Crawford,-0001,9
Texas Watch,Rip,Crawford,-0001,11
Train Bunch,Rip,Crawford,-0001,11
Tramp Others,Rip,Crawford,-0001,5
Amadeus Holy,Julia,Mcqueen,-0001,1
Arabia Dogma,Julia,Mcqueen,-0001,11
Bonnie Holocaust,Julia,Mcqueen,-0001,6
Cider Desire,Julia,Mcqueen,-0001,6
Coneheads Smoochy,Julia,Mcqueen,-0001,7
Effect Gladiator,Julia,Mcqueen,-0001,8
Freddy Storm,Julia,Mcqueen,-0001,11
Games Bowfinger,Julia,Mcqueen,-0001,16
Gladiator Westward,Julia,Mcqueen,-0001,8
Hanover Galaxy,Julia,Mcqueen,-0001,12
High Encino,Julia,Mcqueen,-0001,11
Insider Arizona,Julia,Mcqueen,-0001,12
Jawbreaker Brooklyn,Julia,Mcqueen,-0001,12
Kiss Glory,Julia,Mcqueen,-0001,9
Kramer Chocolate,Julia,Mcqueen,-0001,15
Lucky Flying,Julia,Mcqueen,-0001,12
Mockingbird Hollywood,Julia,Mcqueen,-0001,1
Monterey Labyrinth,Julia,Mcqueen,-0001,11
Open African,Julia,Mcqueen,-0001,14
Pilot Hoosiers,Julia,Mcqueen,-0001,8
Pittsburgh Hunchback,Julia,Mcqueen,-0001,8
President Bang,Julia,Mcqueen,-0001,8
Scorpion Apollo,Julia,Mcqueen,-0001,7
Sleepless Monsoon,Julia,Mcqueen,-0001,2
Spirit Flintstones,Julia,Mcqueen,-0001,11
Strangers Graffiti,Julia,Mcqueen,-0001,11
Sweethearts Suspects,Julia,Mcqueen,-0001,3
Telemark Heartbreakers,Julia,Mcqueen,-0001,2
Ties Hunger,Julia,Mcqueen,-0001,3
Train Bunch,Julia,Mcqueen,-0001,11
Weekend Personal,Julia,Mcqueen,-0001,14
Wonka Sea,Julia,Mcqueen,-0001,2
Young Language,Julia,Mcqueen,-0001,6
Alice Fantasia,Woody,Hoffman,-0001,4
Atlantis Cause,Woody,Hoffman,-0001,8
Beach Heartbreakers,Woody,Hoffman,-0001,6
Birch Antitrust,Woody,Hoffman,-0001,12
Breaking Home,Woody,Hoffman,-0001,13
Bunch Minds,Woody,Hoffman,-0001,7
Duck Racer,Woody,Hoffman,-0001,2
Durham Panky,Woody,Hoffman,-0001,15
Entrapment Satisfaction,Woody,Hoffman,-0001,1
Gilmore Boiled,Woody,Hoffman,-0001,4
Knock Warlock,Woody,Hoffman,-0001,5
Lambs Cincinatti,Woody,Hoffman,-0001,10
Loser Hustler,Woody,Hoffman,-0001,15
Maiden Home,Woody,Hoffman,-0001,13
Midnight Westward,Woody,Hoffman,-0001,1
Moonwalker Fool,Woody,Hoffman,-0001,10
Neighbors Charade,Woody,Hoffman,-0001,15
None Spiking,Woody,Hoffman,-0001,14
Pajama Jawbreaker,Woody,Hoffman,-0001,4
Pilot Hoosiers,Woody,Hoffman,-0001,8
Room Roman,Woody,Hoffman,-0001,2
Shootist Superfly,Woody,Hoffman,-0001,7
Shrunk Divine,Woody,Hoffman,-0001,1
Snowman Rollercoaster,Woody,Hoffman,-0001,2
Spice Sorority,Woody,Hoffman,-0001,7
Spy Mile,Woody,Hoffman,-0001,10
Telegraph Voyage,Woody,Hoffman,-0001,12
Trap Guys,Woody,Hoffman,-0001,9
Wait Cider,Woody,Hoffman,-0001,2
Wife Turn,Woody,Hoffman,-0001,6
Wyoming Storm,Woody,Hoffman,-0001,13
Aladdin Calendar,Alec,Wayne,-0001,15
Blade Polish,Alec,Wayne,-0001,7
Bull Shawshank,Alec,Wayne,-0001,1
Cabin Flash,Alec,Wayne,-0001,3
Center Dinosaur,Alec,Wayne,-0001,4
Chamber Italian,Alec,Wayne,-0001,12
Coneheads Smoochy,Alec,Wayne,-0001,7
Destiny Saturday,Alec,Wayne,-0001,13
Effect Gladiator,Alec,Wayne,-0001,8
Encounters Curtain,Alec,Wayne,-0001,7
Express Lonely,Alec,Wayne,-0001,14
Fiction Christmas,Alec,Wayne,-0001,9
Freedom Cleopatra,Alec,Wayne,-0001,5
Fugitive Maguire,Alec,Wayne,-0001,16
Hours Rage,Alec,Wayne,-0001,13
Hustler Party,Alec,Wayne,-0001,5
Identity Lover,Alec,Wayne,-0001,14
Insider Arizona,Alec,Wayne,-0001,12
Jeopardy Encino,Alec,Wayne,-0001,4
Joon Northwest,Alec,Wayne,-0001,15
Liberty Magnificent,Alec,Wayne,-0001,15
Magic Mallrats,Alec,Wayne,-0001,3
Money Harold,Alec,Wayne,-0001,13
Outbreak Divine,Alec,Wayne,-0001,10
Reign Gentlemen,Alec,Wayne,-0001,14
Smoking Barbarella,Alec,Wayne,-0001,6
Summer Scarface,Alec,Wayne,-0001,4
Uptown Young,Alec,Wayne,-0001,3
Virgin Daisy,Alec,Wayne,-0001,7
Academy Dinosaur,Sandra,Peck,-0001,6
Bang Kwai,Sandra,Peck,-0001,8
Beethoven Exorcist,Sandra,Peck,-0001,7
Beverly Outlaw,Sandra,Peck,-0001,14
Birds Perdition,Sandra,Peck,-0001,13
Boondock Ballroom,Sandra,Peck,-0001,16
Dude Blindness,Sandra,Peck,-0001,15
Dumbo Lust,Sandra,Peck,-0001,8
Enough Raging,Sandra,Peck,-0001,16
Excitement Eve,Sandra,Peck,-0001,1
Family Sweet,Sandra,Peck,-0001,11
Firehouse Vietnam,Sandra,Peck,-0001,1
Flash Wars,Sandra,Peck,-0001,13
Gilbert Pelican,Sandra,Peck,-0001,4
Matrix Snowman,Sandra,Peck,-0001,9
Rings Heartbreakers,Sandra,Peck,-0001,1
Silence Kane,Sandra,Peck,-0001,12
Stagecoach Armageddon,Sandra,Peck,-0001,1
Virginian Pluto,Sandra,Peck,-0001,6
Born Spinal,Sissy,Sobieski,-0001,16
Chitty Lock,Sissy,Sobieski,-0001,7
Clyde Theory,Sissy,Sobieski,-0001,13
Coast Rainbow,Sissy,Sobieski,-0001,6
Crazy Home,Sissy,Sobieski,-0001,5
Factory Dragon,Sissy,Sobieski,-0001,16
Ferris Mother,Sissy,Sobieski,-0001,5
Gone Trouble,Sissy,Sobieski,-0001,7
Greek Everyone,Sissy,Sobieski,-0001,9
Hoosiers Birdcage,Sissy,Sobieski,-0001,9
Mob Duffel,Sissy,Sobieski,-0001,7
Open African,Sissy,Sobieski,-0001,14
Prix Undefeated,Sissy,Sobieski,-0001,8
Rocky War,Sissy,Sobieski,-0001,7
Shrunk Divine,Sissy,Sobieski,-0001,1
Sky Miracle,Sissy,Sobieski,-0001,1
Telemark Heartbreakers,Sissy,Sobieski,-0001,2
Wisdom Worker,Sissy,Sobieski,-0001,5
Behavior Runaway,Tim,Hackman,-0001,11
Boiled Dares,Tim,Hackman,-0001,16
Bucket Brotherhood,Tim,Hackman,-0001,16
Calendar Gunfight,Tim,Hackman,-0001,9
Chaplin License,Tim,Hackman,-0001,13
Crusade Honey,Tim,Hackman,-0001,15
Cupboard Sinners,Tim,Hackman,-0001,6
Deep Crusade,Tim,Hackman,-0001,6
Feud Frogmen,Tim,Hackman,-0001,8
Fiddler Lost,Tim,Hackman,-0001,14
Harold French,Tim,Hackman,-0001,7
Homeward Cider,Tim,Hackman,-0001,6
Hoosiers Birdcage,Tim,Hackman,-0001,9
Lights Deer,Tim,Hackman,-0001,4
Meet Chocolate,Tim,Hackman,-0001,9
Mob Duffel,Tim,Hackman,-0001,7
Mummy Creatures,Tim,Hackman,-0001,15
Packer Madigan,Tim,Hackman,-0001,2
Peach Innocent,Tim,Hackman,-0001,15
Pearl Destiny,Tim,Hackman,-0001,9
Snatchers Montezuma,Tim,Hackman,-0001,4
Uptown Young,Tim,Hackman,-0001,3
Wizard Coldblooded,Tim,Hackman,-0001,12
Barefoot Manchurian,Milla,Peck,-0001,1
Calendar Gunfight,Milla,Peck,-0001,9
Chance Resurrection,Milla,Peck,-0001,15
Clash Freddy,Milla,Peck,-0001,2
Daughter Madigan,Milla,Peck,-0001,3
Dream Pickup,Milla,Peck,-0001,1
Fatal Haunted,Milla,Peck,-0001,13
Feathers Metal,Milla,Peck,-0001,10
Jacket Frisco,Milla,Peck,-0001,7
Juggler Hardly,Milla,Peck,-0001,2
Midnight Westward,Milla,Peck,-0001,1
Necklace Outbreak,Milla,Peck,-0001,7
Peach Innocent,Milla,Peck,-0001,15
Prejudice Oleander,Milla,Peck,-0001,4
Raiders Antitrust,Milla,Peck,-0001,6
Robbers Joon,Milla,Peck,-0001,3
Rock Instinct,Milla,Peck,-0001,11
Rushmore Mermaid,Milla,Peck,-0001,5
Seattle Expecations,Milla,Peck,-0001,7
Teen Apollo,Milla,Peck,-0001,16
Temple Attraction,Milla,Peck,-0001,11
Watership Frontier,Milla,Peck,-0001,11
Whisperer Giant,Milla,Peck,-0001,14
Wrong Behavior,Milla,Peck,-0001,3
Atlantis Cause,Audrey,Olivier,-0001,8
Boulevard Mob,Audrey,Olivier,-0001,13
Caper Motions,Audrey,Olivier,-0001,5
Cassidy Wyoming,Audrey,Olivier,-0001,16
Coneheads Smoochy,Audrey,Olivier,-0001,7
Control Anthem,Audrey,Olivier,-0001,5
Dorado Notting,Audrey,Olivier,-0001,12
French Holiday,Audrey,Olivier,-0001,6
Gunfighter Mussolini,Audrey,Olivier,-0001,15
Halloween Nuts,Audrey,Olivier,-0001,6
Human Graffiti,Audrey,Olivier,-0001,10
Kane Exorcist,Audrey,Olivier,-0001,9
Knock Warlock,Audrey,Olivier,-0001,5
Loathing Legally,Audrey,Olivier,-0001,4
Peak Forever,Audrey,Olivier,-0001,15
Redemption Comforts,Audrey,Olivier,-0001,13
Sense Greek,Audrey,Olivier,-0001,15
Ship Wonderland,Audrey,Olivier,-0001,6
Side Ark,Audrey,Olivier,-0001,1
Squad Fish,Audrey,Olivier,-0001,15
Sting Personal,Audrey,Olivier,-0001,13
Stranger Strangers,Audrey,Olivier,-0001,3
Usual Untouchables,Audrey,Olivier,-0001,9
Volume House,Audrey,Olivier,-0001,4
Whale Bikini,Audrey,Olivier,-0001,9
Aladdin Calendar,Judy,Dean,-0001,15
Arachnophobia Rollercoaster,Judy,Dean,-0001,11
Ballroom Mockingbird,Judy,Dean,-0001,9
Cyclone Family,Judy,Dean,-0001,9
Drop Waterfront,Judy,Dean,-0001,15
Gunfighter Mussolini,Judy,Dean,-0001,15
Modern Dorado,Judy,Dean,-0001,6
Mussolini Spoilers,Judy,Dean,-0001,15
Nash Chocolat,Judy,Dean,-0001,2
Quest Mussolini,Judy,Dean,-0001,1
Rings Heartbreakers,Judy,Dean,-0001,1
Rocketeer Mother,Judy,Dean,-0001,9
Rugrats Shakespeare,Judy,Dean,-0001,1
Soldiers Evolution,Judy,Dean,-0001,14
Trouble Date,Judy,Dean,-0001,16
Alien Center,Burt,Dukakis,-0001,9
Blindness Gun,Burt,Dukakis,-0001,14
Commandments Express,Burt,Dukakis,-0001,11
Dinosaur Secretary,Burt,Dukakis,-0001,8
Double Wrath,Burt,Dukakis,-0001,2
Ending Crowds,Burt,Dukakis,-0001,13
Greek Everyone,Burt,Dukakis,-0001,9
Grinch Massage,Burt,Dukakis,-0001,10
Gun Bonnie,Burt,Dukakis,-0001,10
Guys Falcon,Burt,Dukakis,-0001,14
Heaven Freedom,Burt,Dukakis,-0001,5
Home Pity,Burt,Dukakis,-0001,12
Homeward Cider,Burt,Dukakis,-0001,6
Image Princess,Burt,Dukakis,-0001,15
Intolerable Intentions,Burt,Dukakis,-0001,6
Jerk Paycheck,Burt,Dukakis,-0001,4
Kane Exorcist,Burt,Dukakis,-0001,9
King Evolution,Burt,Dukakis,-0001,8
Menagerie Rushmore,Burt,Dukakis,-0001,2
Money Harold,Burt,Dukakis,-0001,13
Motions Details,Burt,Dukakis,-0001,11
Random Go,Burt,Dukakis,-0001,14
Range Moonwalker,Burt,Dukakis,-0001,8
Reap Unfaithful,Burt,Dukakis,-0001,11
Right Cranes,Burt,Dukakis,-0001,4
Talented Homicide,Burt,Dukakis,-0001,15
Truman Crazy,Burt,Dukakis,-0001,1
Valentine Vanishing,Burt,Dukakis,-0001,16
Wanda Chamber,Burt,Dukakis,-0001,10
Aladdin Calendar,Val,Bolger,-0001,15
Alaska Phantom,Val,Bolger,-0001,12
Amadeus Holy,Val,Bolger,-0001,1
Canyon Stock,Val,Bolger,-0001,2
Caper Motions,Val,Bolger,-0001,5
Carrie Bunch,Val,Bolger,-0001,11
Chitty Lock,Val,Bolger,-0001,7
Dalmations Sweden,Val,Bolger,-0001,7
Drifter Commandments,Val,Bolger,-0001,1
Dude Blindness,Val,Bolger,-0001,15
Elephant Trojan,Val,Bolger,-0001,11
Fireball Philadelphia,Val,Bolger,-0001,5
Intrigue Worst,Val,Bolger,-0001,9
Jawbreaker Brooklyn,Val,Bolger,-0001,12
Jersey Sassy,Val,Bolger,-0001,3
Lambs Cincinatti,Val,Bolger,-0001,10
Lonely Elephant,Val,Bolger,-0001,5
Maker Gables,Val,Bolger,-0001,3
Mallrats United,Val,Bolger,-0001,5
Metropolis Coma,Val,Bolger,-0001,14
Model Fish,Val,Bolger,-0001,3
Paths Control,Val,Bolger,-0001,7
Patient Sister,Val,Bolger,-0001,4
Prejudice Oleander,Val,Bolger,-0001,4
Primary Glass,Val,Bolger,-0001,1
Shawshank Bubble,Val,Bolger,-0001,16
Stallion Sundance,Val,Bolger,-0001,14
Stampede Disturbing,Val,Bolger,-0001,10
Stranger Strangers,Val,Bolger,-0001,3
Town Ark,Val,Bolger,-0001,9
United Pilot,Val,Bolger,-0001,6
Watch Tracy,Val,Bolger,-0001,2
Wedding Apollo,Val,Bolger,-0001,6
Working Microcosmos,Val,Bolger,-0001,16
Youth Kick,Val,Bolger,-0001,12
Analyze Hoosiers,Tom,Mckellen,-0001,11
Caddyshack Jedi,Tom,Mckellen,-0001,1
Club Graffiti,Tom,Mckellen,-0001,2
Congeniality Quest,Tom,Mckellen,-0001,15
Desire Alien,Tom,Mckellen,-0001,2
Donnie Alley,Tom,Mckellen,-0001,2
Egg Igby,Tom,Mckellen,-0001,6
Freedom Cleopatra,Tom,Mckellen,-0001,5
Frisco Forrest,Tom,Mckellen,-0001,14
Gentlemen Stage,Tom,Mckellen,-0001,9
Idaho Love,Tom,Mckellen,-0001,13
Idols Snatchers,Tom,Mckellen,-0001,3
Indian Love,Tom,Mckellen,-0001,8
Kissing Dolls,Tom,Mckellen,-0001,1
Legend Jedi,Tom,Mckellen,-0001,12
Magic Mallrats,Tom,Mckellen,-0001,3
Mission Zoolander,Tom,Mckellen,-0001,2
Necklace Outbreak,Tom,Mckellen,-0001,7
Neighbors Charade,Tom,Mckellen,-0001,15
Purple Movie,Tom,Mckellen,-0001,9
Shrunk Divine,Tom,Mckellen,-0001,1
Spice Sorority,Tom,Mckellen,-0001,7
Stallion Sundance,Tom,Mckellen,-0001,14
Stranger Strangers,Tom,Mckellen,-0001,3
Tarzan Videotape,Tom,Mckellen,-0001,11
Bilko Anonymous,Goldie,Brody,-0001,8
Bingo Talented,Goldie,Brody,-0001,14
Comancheros Enemy,Goldie,Brody,-0001,3
Daisy Menagerie,Goldie,Brody,-0001,14
Desert Poseidon,Goldie,Brody,-0001,11
Everyone Craft,Goldie,Brody,-0001,9
Exorcist Sting,Goldie,Brody,-0001,15
